1,"hey , 'm wonder gear use shoot video program use make video . enjoy watch video hope make ! thank !"
0,bore .
2,"wow ! 've ponder lot thing , never thought fire realli . great question !"
0,fire danger .. wll burn ..
0,fire hot fart
2,pleas stop pop recommend .
1,'s gone burn space oxygen tho ?
1,happen edg fire ? place fray fire particl danc .
1,"liter wonder , good job googl ."
1,agni dev ka bodi structur grinning_squinting_fac
0,ask `` fire ? '' `` fire ? '' fire : * sad fire nois
1,set everyth fire bow bow bow
1,rlli say bottom flame hotter top ? ? go talk ?
1,n't get anyth
1,okay youtub get . shown feed day day . stoppp ! ! watch ! ! !
2,excel video : well produc realli well narrat . love inform alway watch video .
1,funni remind childhood memori ask mom * mom fire ? * mom said * fire thing danger touch * speed run go kitchen start fire put finger ... ... know happen next ...
1,damn n't know candl flame hollow . 's trippi shit .
1,"awesom , tv show ."
0,human make fire . fire warm . fire burn . fire cook food ? yay fire !
0,"fire aliv , breath , consum , grow , die ."
1,random channel pop : `` fire ? '' : `` hot stuff ''
1,fire lie live n't live . behav much like live thing said realli aliv . sometim even seem . think feel kinship flame deep insid know without flame could made leap live . danc knife 's edg . without would stop togeth .
1,guy matpat chad
1,rapid oxid materi
1,upload year ago 're watch today . ?
1,fire think come rear taco bell tuesday !
1,use fire separ separ human creatur .
0,fire .. ’ word ? buuuurn ? ? ?
1,"make feel insid classroom way back , thank"
2,good video . bachelor 's scienc major biochemistri . excel video . excel practic explan . listen lot great professor explain lot thing . explan magnific .
1,'s fire ... 's word ? burn ?
1,video stalk week . choic watch
1,"fire requir oxygen , therefor live ? ."
1,"without watch , process thing ."
1,"flame hot warm atom fuse make glow spread atom ? ? ? correct ot , correct im wrong"
0,fire song bt
1,beat
2,“ fire good ” - http : //youtu.be/wzhgioeaci
1,condol r.i.p po sa thumbnail folded_hands_medium_skin_ton
1,thu videu trarsh
1,"figur step step could n't stop watch fire place . n't candl strang machin ? self stabil plasma reactor , vapor , thermosiphon , strong infrar emitt , even consum practic vanish ..."
1,fire red flower= jungl book ( star mogli )
1,ahh ye pope recommend
1,’ wonder smoke fatti
0,"dont need watch video guy , hell fire ."
1,basic fuel burn scienc happen bang boom done heat light
0,fire ? thinking_facethinking_facesmiling_face_with_open_handsthinking_faceperson_lifting_weightsface_with_rolling_eyesnerd_faceupside-down_facenerd_faceperson_in_bednerd_faceface_with_rolling_eyesthinking_facesmiling_face_with_open_handsnerd_facesmiling_face_with_open_handsthinking_faceface_with_thermometerface_with_thermometerface_with_rolling_eyesupside-down_facedrooling_facesmiling_face_with_open_handsface_with_rolling_eyesthinking_faceface_with_thermometernerd_fac
1,video lit !
1,nearli everyth knew fire turn noth
0,learnt stuff im still bot sure wtf fire supos
1,video come suggest
1,"fire need oxygen exist , sun burn ?"
1,blue fire thing ? well minecraft alreaddi ayyyyyyy
2,great video . subscrib : )
1,got recommend kept scroll ove guess ill watch
1,fire hollow ? border burn ? creat `` eye storm '' type situat ?
0,bad explan ...
1,still n't explain thing burn .
2,randomli recommend gang
1,imagin internet connect know fire
0,fire tasti
2,next : free ?
1,fire tip scale human profund ..
1,video post 'm watch 'm
1,e n e r g ! element . —mi scienc teacher
1,learn fire minut video entir flame photometri chapter analyt chemistri
0,fire sick bar .
0,yeah greatest invent ever fire also worst
1,cgi fire marshmallow tho ?
0,fire ?
2,"monday th pre-himalaya play fire . , noth interest good video say , right ?"
0,fire
1,fav channel school learn littl somehow make realli fun interest get mani fact min
1,flame look realli .... cool ? ? see ya face_with_hand_over_mouth
1,thought kept night year along lightn arc electr physically/textur . suggest wtf .
1,heavi
0,fire fire : )
1,fire ? want short long answer ? let tri short one . hot . .......... i´ll watch video smart ass
1,"musical_noteswhat fire ? babi n't burn , n't burn , more.musical_not"
1,"'s hot , 're welcom"
0,video stupid peopl
1,music video give anybodi els terraria vibe one point ?
0,"still , fire ?"
0,video fire af ! ! ! rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laugh
0,"ill one better , fire ?"
1,find video middl show end ?
0,fire life
0,fight fire fire one favorit metallica song .
1,rememb * fiireee eh oh firee *
1,`` flame hollow '' oh . minecraft fire block hollow ? . thought made like look like block
1,fire song bt better go check .
1,“ sound effect ad awesom ” ’ mean “ awesom ” ?
1,fire transfer energi solid ga . sustain fuel oxygen .
1,learn torch .
1,enraged_fac
1,"fire noth , end thing/feel noth . noth even life noth ! !"
1,"come long line zoroastrian , never bother ask question ..."
1,"wait happen bottom part chang , like , instead candl burn , piec paper , exampl , alway soot carbon dioxid h come top ? hope make sens idk"
1,im hold lighter one hand phone . btw : finger get burnt
0,hot destruct .
1,fire = extrem rapid remov water .
1,burnt marshmallow . n't trust
1,'s interact heat two stick .
2,"n't know , fire ?"
1,trophyfir
0,fire ?
1,'what fire '' first man see `` fire '' aaaaaaaaaaaaaaa first man trie touch fire
1,: tri sleep youtub : u wan na know fire ?
1,: go sleep * youtub recommend also : ’ need sleep need answer
1,colour . ill let scientist answer lol .
1,"answer question , pain , pleasur other"
1,high af * youtub algorithm like ok_hand
1,legend watch video .
1,ayo bluetooth fire end
0,“ fire ? ” someth use murder enemi
1,u send video fire made
1,textbook : fire ? student : hmmmm boringgggg yr later random utub reccomand : fire ? liter .m + peopl : hmmm intrest ...
0,’ fire ?
1,intrest new subscrib .
1,enraged_faceenraged_faceenraged_faceenraged_faceenraged_fac
0,ok funni million watch million peopl hell fire let ’ jump fire
1,ok hear 'll tell fire readi fire ........ hot hot_facehot_facefirefirehot_fac
1,video made wan na smoke weed bad
1,let 's shorten explain fire entir video . combust sublim materi .
0,peopl : wut ? wtf ?
1,yuhh ask grandmoth
1,cloth
1,"damn youtub realli want us see video , huh ?"
0,fire hot . fire burn . put finger .
1,much n't know ! thank ! `` snuff candl relight trail smoke '' trick gaggl drunk peopl earli twenti treat like god night rolling_on_the_floor_laugh
0,dud # # # #
1,thought vsauc video
2,’ recommend ?
0,question - fire answer - fire hot fite
1,watch take differ chemic aspect within fire use cold metal realli mind blow ! exploding_head
1,"alway wonder fire fell state matter , kind like ga kind like plasma realli either . thank video , shed light ( pun intend ) state fire . amalgam lot differ particl ca n't realli describ singl state matter ."
2,ok recommend ill watch video
1,channel democrat .
1,molecul form new bond new molecul radiat excess energi that heat light ? forgiv ignor would mean burn someth give electron would higher electric/magnet field burn burn would less electromagnet field ? even test ? photon come produc escap reaction ? thought im big dummi pleas ignor haha
0,oxygen heat . ’ fire .
0,fire pyro
2,hold . fire tast like ?
1,hollow flame ? ... sun ?
1,n't let snowflak know everi time set citi fire emit carbon emiss
1,"know knowledg fire made think philosophi want need omnivers , creat , would let go noth feed . sens , omnivers depend want need need fuel sustain current state , els die ."
1,"fire obsess . danger yet beauti . rememb hang friend bonfir high school blank stare fire sometim . ever chang unpredict , could kill less minut . somehow fascin element planet opinion ."
1,secret base : beef histori : man vs fire fire
0,: fire : fire fire face_with_hand_over_mouthrolling_on_the_floor_laugh
0,burrito fire ! jk
2,"great video , great channel . glad found ."
1,understood absolut noth
1,"state temperatur differ part flame wrong , far rememb . coolest part blue hottest with , right ?"
0,fire ?
1,ask question long rememb one ever realli explain well . thankyou . <
1,’ tryna avoid video keep pop recommend
1,dark soul lore
0,fire burn
0,smoke fire
1,"http : //youtube.com/shorts/ivsb_xbzg ? feature=shar best yr old miami , fl firecfireamerican_footbal love-you_gesture_dark_skin_tonehttp : //youtube.com/shorts/ivsb_xbzg ? feature=shar best yr old miami , fl firecfireamerican_footbal love-you_gesture_dark_skin_tonetrophi"
1,sadli understand said except part flame… ig research
1,"fire , .. someth 's , soo heat produc , flame . accord scientist . well fire , heat object flame pure flame , clear"
0,fire onlin : stupid ok_hand_dark_skin_ton slap *
0,fire theeefir
1,'s year youtub algorithm brought .
1,blow mind flame hollow
1,lightn mcqueen tell fire work
1,never thought saw video 's titl .
1,"thank algorithm . idk pop suggest listen damian marley ft. na song , know well ."
1,youtub best place learn ..... yr never wonder fire .... smiling_face_with_smiling_ey
1,'s bt songgrinning_face_with_sweatpurple_heart
1,john william .
1,oxid ? ; ( ( (
1,real question `` n't fire ? ''
0,damn sleep
1,’ alway assum huge form energy….or someth like that….wel mayb lot hyper energi . idk make sens .
2,kind question 'm ask ! ! !
1,bottom line u n't know actual one know fire .
1,cave man
1,soundcloud playlist .
0,wtf algorithm
1,everyon recomemd
1,`` hey vsauc michael ! fire ? '' xd
2,interest someth idea talk
1,fire : bt song fireeefir
1,fire ? babi ’ burn ’ burn mo
0,fire bad !
1,nobodi : youtub : `` let 's recommend year later ! nobodi know ! ''
1,candl flame hollow
1,sun would n't need oxygen . oxygen space .
1,"yet answer , `` fire ? ''"
0,fire plasma
1,'s plasma .
1,earth place solar system fire exist
1,"’ say……onli ga burn . liquid , solid . everi substanc ultim burn , need heat turn ga . burn ."
1,one : thumbnail condol
1,"flame remind us humbl , stuff star ."
0,fire hot
1,recommend sever day . soooo . 'm learn fire
0,fire hot problem solv
2,good video
1,first technolog ever known man !
1,thank . go deeper next time
0,fire ... hot
1,peopl watch video : * glow light *
1,fire realli bright beauti light n't wana touch
1,bet n't notic good lightn even stick hand end video whole time n't middl forest front green screen : )
0,tyson furi fire fire
2,"man , ‘ good ! appreci content . greet germani ."
1,"fire rapid oxid materi ( fuel ) exotherm chemic process combust , releas heat , light , variou reaction product . [ ] [ ] fire hot convers weak doubl bond molecular oxygen , , stronger bond combust product carbon dioxid water releas energi ( kj per g ) ; bond energi fuel play minor role . [ ] certain point combust reaction , call ignit point , flame produc . flame visibl portion fire . flame consist primarili carbon dioxid , water vapor , oxygen nitrogen . hot enough , gase may becom ioniz produc plasma . [ ] depend substanc alight , impur outsid , color flame fire 's intens differ . hope answer question"
1,`` candl flame actual hollow '' loudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_faceloudly_crying_fac
1,", e x c l , : ) graviti ) magnit ) electr ... know use , n n e r e l l k n w w h h e y. r e ! ! x. v. capt . p. van ess"
1,im gon na honest bore amd vid somehow dont know seem interest entir home page dont realli care abou fire tbh
1,big knowledg
1,`` flame hollow '' ... think must tell gwyn someth
0,"n't like channel name . anyon claim 's smart , stupid understand stupid . wise wise enough understand stupid"
1,'s fantasi know bout thing got know sir u god u know everyth star-struck btw hot
0,past snow fire
1,"ask brother flame realli , impress answer . ti vid awesom . know yellowish flame carbon molecular fuse ."
1,fire aliv . requir life . food- fire fuel need breathe- oxygen
1,anyon els bug use cgi marshmallow flame
1,curiou know rain year .
1,voic littl low compar sound video . could bare understand dialogu .
1,"* fire ? * * oh babi , n't hurt *"
1,watch video year loudly_crying_faceloudly_crying_faceloudly_crying_fac
1,actual feel smarterman_student_light_skin_ton thank ! better teacher ever explain
1,littl brain prove creator .
1,n't fire type plasma ?
2,ariel like .
1,answer n't know .
1,* sound effect ad awesom . command & conquer `` obelisk '' fire sound effect .
1,fire quick oxid combust materi
0,"babi , ` hurt . ."
1,hey know way
1,humbl
0,fire hot stuf
0,saw titl : fire fire
1,altern title-advanc caveman rediscov fire
0,fire .
2,th time youtub recommend video .. ok win
0,"fire solid , liquid ga ?"
2,'ll one better fire
1,know adel set fire rain
0,"yeah , what fire ?"
1,would lot interest wood wood gener flame . use fascin flame came burn wood .
1,answer : exact opposit fire . next ... ?
2,love
0,"“ fire good , fire hot ! ! ” -caveman"
0,know fire hot
1,would need cgi burn marshmallow ?
0,babi ’ hurt
1,someth burn thing .
0,fire life
1,* gwyn enter chat *
0,`` fire '' fire .
0,hot fire sun fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire fire .
1,"rememb school learn fire compar life . breath use energi , move dna cell ."
1,ez explanaton fire=hot stuff burn ur skin also give warmth help cook food
1,abnorm . danger medit unharm posit . want food spread abnorm expans . feel pain counter come give life . provid life . doesnt speak feel .
1,read titl said “ life ? ”
1,releas energi
1,’ funni extrapol someth tast like recip
0,fire ? chicfila fire .
1,"@ item put top flame look like mesh ? show wife video , went run candl . ha"
1,"carbon soot heat glow give orang light ! heat come orang light carbon soot ? mani hole explan , way much `` oh n't know ! `` ..."
1,follow-up video properli roast marshmallow ....................................
0,best place fire burn hell
1,fire also consid plasma
2,love thisupside-down_faceman_fairysmiling_cat_with_heart-eyesalienflying_saucerhatching_chickman_cartwheeling_medium-light_skin_tonefireman_cartwheeling_medium-light_skin_tonefireman_cartwheeling_medium-light_skin_tonefireman_cartwheeling_medium-light_skin_tonefireman_cartwheeling_medium-light_skin_tonefirethank uface_blowing_a_kissbutterflydizzydizzi
1,nice thx . ... old church ceil cover soot hundr year thousand ( million ? ) candl burn day night deposit soot hundr feet rafter sometim obscur paint ancient era . soot complet consum candl ' flame .
1,heat content yellow area even though 's hot ? color refer n't match metal 's color-temperatur refer .
1,coooool ! ask question week ago one would even understand question . like peopl would alway respond someth regard take fire burn differ degre precis would like “ know ? ” thank ! ! ! !
1,"liter go sleep , cant die question brain acquir"
1,took day work found exactli fire
1,scientist figur !
1,"elementari ... disput collis & energi case , although may refer kmt hollow candl flame also involv releas & expand volatil gase infer & depict extra-terrestri rxn . must involv factor toward promot & sustain combust , environment influenc , affect inher phase & distinct point matter involv volatil , flash , ignit , fire tetrahedron , reactiv , spectroscopi , ..."
1,new fire sinc babi loool
1,fire mane ( moneybagyo voic )
1,* fire ? babi n't burst n't burst flame mo ' *
0,fire partial plasma .
1,"awesom sound effect , contribut much understand fire"
1,meet get recommend year .
1,"recip fact `` explain '' food tast like . use inform , smarmi hubri involv assert tell us `` fire '' end stori annoy ."
0,notic fire shadow
1,babi ’ burn
1,explain kid love tast cinnamon toast crunch ?
1,"hi , feedback : littl edit inbetween distract person dislik . great topic keep good work"
1,fire matter ? weight take space ?
1,fun fact incas ’ know : fire ’ shadow .
0,music fire
2,say : royal 'institut ' ? dear oh dear .
1,"must graviti flame fire exist ? explain graviti sun sun , ’ million mile away ? caus graviti ?"
2,year know fire thank
1,fire flame : http : //www.youtube.com/watch ? v=dalvncbgckg
0,u know fire rolling_on_the_floor_laugh
1,wikipedia say blue color candl coldest . higher go fire hotter becom . top fire around c bottom blue - c. wiki word flame . tbh found coupl articl flame opposit inform fire temperatur . check star ( obvious plasma flame ) - blue star coolest ( brightest ) .
0,stop use mix tape start fire
1,flame hollow ... never thought fact realli fascin !
0,fire plasma ?
1,though intro look like jontron video
1,alway thought fire releas energi fanci popular
1,guy even sit front real fire grinning_face_with_sweat
1,"'m assum fire form plasma . think would like talk v-sauc episod , get realli deep topic explain realli well .."
1,fir someth burn u
1,dont understand anyth
0,“ want fire. ” -shallan
1,blood blood god - urin tree
1,paraffin candl nasti though
2,’ okay smart know ?
2,inform straight point . thank !
0,fear fireflushed_faceflushed_fac
1,pov : recommend age decid click
1,'s grill chees face_savoring_food
1,richard feynman approv .
1,`` candl flame '' want min back
0,forgot fire
1,"ask question like day ago , ? ?"
1,wnat happen marshmellow ?
2,marshmallow well ’ toast
1,mixtap folded_hand
1,found ? !
0,neanderth use fire fire ? ? ?
1,good question fire ? answer god ( opinion ) . love believ scienc also truli believ element earth conveni `` '' natur
1,everi channel start career drastic differ futur ( better way )
0,beavi : * fire ! *
1,everyon know fire simpli dragon puke . rocket surgeri
1,fire hot need know face_with_tears_of_joy
1,stay curiou . smiling_face_with_heart
1,year ?
1,thing spoon blew fuck mind man ...
2,"oh , love three minut ."
1,dislik think 's okay smart . probabl american .
1,"fyi , blue colder yellow candl ."
1,"% say observ , confirm simpl mean . howev , move subatom physic enter world theori . theori , may help man predict certain thing remark accuraci , theori . truth mankind still know fire , , know exist , , use ."
1,first one
0,fire someth hot
1,human well let see human press friend backhand_index_pointing_down
1,n't know ... pl enlighten fire
0,fire pain
1,"youtub , stop recommend , ’ year old"
2,wish super like button . 've wonder forev final answer
0,titl : fire : * fire *
0,fire 's danger
1,fire hot orang spici pepper
1,"“ fire , water preserv ? ” -master oogway-vis"
1,epic
1,.... ’ word ? .... burnnnnn ? ? ?
1,babi n't burn
1,"learn mani thing flame , thank"
1,pov : bc thumbnail injuri part urin tree vid
1,exploding_headthumbs_up
1,believ fire ( plasma ) consid th state matter
2,ok smart. # wet floor . thx realli freak real . nice
2,realli love theme week .
1,'s right . stay curiou . keep dig learn .
2,love ?
0,imagin still know fire ..... fire
2,worth recommend
0,fire fire
2,lol got * recommend * ?
0,fire
1,n't understand word man said .
1,`` fire ? '' `` babi n't hurt ``
1,"musical_noteswhat fire ? musical_notesbabi , n't burn musical_notesdo n't burn ( ca n't rememb lyric )"
1,"'s fire , question ask ! !"
2,fun fact : search video .
1,ugh year post year old
1,search fire bt ’ song second video face_with_tears_of_joy
2,need recommend
0,fire http : //youtu.be/kwwwpsxvu
0,"short answer , ’ fire"
2,titl : fire cavemen : interest
1,"video almost creepi . ’ way script produc . feel like ’ watch bad movi , inform video ."
1,"smart kid ( year ago ) found interest bit video , still learn new bit year old . great content"
1,realli got intellectu level conscious last minut video !
0,fire fire
1,stick face find .
0,fire plasma ?
1,video recommend least month . 've ignor till . glad final watch .
1,bro joke thought thumbnail screenshot start bo campaign
1,realli school ruin youtub page
1,awesom . would love listen lectur fire . probabl read would lack enthusiasm spoke new thing show peopl next campfir .
1,fire hot n't touch
1,lol came search fire grinning_face_with_sweatgrinning_face_with_sweat
1,"know look like jade , middl age matpat right ?"
2,found enlighten
1,"yet , better understand watch youtub learn high school ."
1,oooh learn much !
1,"poor pd , ’ afford give guy real fire marshmallow"
1,adono wa yo tokeng abowtrolling_on_the_floor_laugh
1,spontan chemic reaction .
1,fire hot . pleas ’ touch . owch
1,"’ sorri , ’ mean upset anyone… think know ’ here…"
1,'ve got find world record largest control flame/fir .
1,"well , 'll damn . -- us"
2,"wish mix music bit background . otherwis , love video ."
1,"flame hollow like mind biden , pelosi , schumer"
1,anomali made demi lovato popular
1,know n't water fire !
0,weed ’ smoke fire .
2,lmao actual tri choco chip cooki recip turn great skull
1,'s noth oxid . think realli quick rust .
0,fire made god mani year dont touch fire cant hurt hand burn
2,", ?"
1,'m gon na tell fire http : //youtu.be/uyxehmabdda
1,f n e yt watch !
0,fire ?
1,"`` ... babi n't burn , n't burn , ''"
1,one light one 's fart .
1,"accord hs chemistri teacher , fire combin florin , iodin , rhenium . never question wisdom n't either"
2,fire ? ♫babi n't hurt n't hurt ♪
1,caus youtub wo n't stop suggest video ... pleas tell thing call fire ?
1,"fire heat creat object , differ color color differ heat may hotter other ."
1,"`` fire ? '' hmm nice , guess im sleep tonight ."
2,stupid premis ’ ok smart .
1,see flame actual hollow kind mindblow . thank video .
0,damn look like mattpat ?
1,"okay youtub home screen , ’ watch persevering_fac"
1,think got wrong . 's magic .
1,simpl explan : - * fire * _fire_
1,"well paint american school system whole new light , 'm learn primari school ."
1,'s good know 'm one suddenli get recommend face_with_tears_of_joy
0,fire caus bad burn bad burn bad
1,"reject video reccomend yesterday saw , cant stop self watch"
1,juic wrld new album finna fire
1,n't even pretend fire effect marshmallow fake . saw .
1,"lol hollow cross section candl flame . dang ! 'm will bet . % peopl never seen , clue . 's alway tiniest observ sometim interest ."
0,fire ? kid : toy
1,"hmm , correct ... chemic reaction must continu yellow , middl flame - spoon yield soot ( carbon ) middl . soot present flame ."
1,heat seen beverage_box
0,ye fire ? hmm
0,honestli thought go say fire racist .
1,"distinctli rememb ask high school chemistri teacher , “ is…flam ? ”"
1,want thai subtitl ! ! ! ^^
1,everybodi know fire black magic voodoo .
1,definit life .
1,superhero chin
1,"thing ’ get pop recommend whole day watch youtub roku lmaooo , still good video thorolling_on_the_floor_laughingthumbs_up"
1,'s theori film theori
0,ok dumb ?
0,fire fire ’ hot
1,"fire ? face_with_tears_of_joy crack mate ? 's hot burni stuff hurt touch , also keep warm & light room . grinning_squinting_fac"
1,see 're shinni . spoon cook candl . young folk whack dope . n't ?
1,colleg dropout
0,guy fire !
1,"fire sourc eneri energi go suspens energet speech - fire thing , enough tendenc exagger blow get dream come true , fire thing give u keep thing u want , depend , fire gon na last gon na melt wax !"
1,learn minut year school
1,fire type exotherm reaction.but .
1,video million view million view watch video : ahh 'm burn hairi thing
1,know use word teenag : ) n't bogart ) fire
1,neo turn morpheu : `` know flame hollow ''
1,everyon could explain stuff simpl straight point world would much better place .
1,matpat get good chemistri ?
1,"well , youtub algorithm appar think caveman . wrong though ...."
1,"'s pb , mean flame n't actual hollow ."
1,afraid dark ?
1,got almost minut final realiz ’ actual side ’ fire front .
1,“ simplest thing yet complic ” : albert e .
1,"fire ? may ask , mixtap ."
1,question ive askec sinc like
0,watch `` fire ? '' : fire ?
1,never forget th grade scienc class first heard definit matter . `` anyth mass take space . '' ask teacher fire matter . could n't answer question felt like broke matrix .
1,'s like orang & hot fire
1,"final , video mixtap ."
1,deeper deeper decrypt knowledg immortalsshushing_fac
0,fire optic illus
2,man greatest discoveri .
0,ok fire ?
1,think question sinc last year ... tri understand .. found fire noth air 's particl energ due oxid start emit photon .
1,ok fine 'll watch video wo n't pop recommend .
0,fire ? fire dumbass
1,everyon 's recomend page ?
1,* _answer : _ * mixtap .
0,fire thing destroy everyth also usefulfir
1,"babi n't burn , n't burn ,"
1,speci control .
1,stop explain thing concept believ vision love-you_gestur
1,fire hot . noth els
2,wow n't know fire cgi . incred !
1,music ? ?
1,simpl answer : mixtap
1,"ask question ever sinc ape still unsur , wow , fire majest interets curiou thing . final someon els ask question curiou <"
0,thank answer fire actual . say fire
2,got recommend anoth random yt video yay
0,fire white
2,fire amaz love
0,* fire ? * * fire ? * * fire ? * like u get refer winking_fac
1,thank algorithm ... 'm yr behind moron n't know fire hollow ...
1,n't know video reccom everytim click live video vido without watch woman_shruggingwoman_facepalm click time comment woman_tipping_hand
0,thank camera man goin insid fire fire
1,peopl unlik
1,ohhh feel like gon na burn bulli crush dosent notic love : )
1,what fire ? well that easi mixtap
2,'m mad got recommend . great video . pb life !
1,omg ! flame hollow ! ! !
0,fire ? ? ita fire-
1,"clue actual talk , repeat stori learn , like black man bush repeat stori ancestor told ghost god make flame ."
1,* fire daddi * um… * search get * ah ye darl answer
0,fire mean fire
1,"lol , 's complet bs . hottest spot candl flame top area outsid flame . '' yellow/transpar . guy n't clue chemistri physic ."
1,"stay curiou , say"
0,’ fire ? ask dad
0,“ stick. ” “ could fire ”
1,lol 's matpat 's older brother
1,new look youtub player ?
1,voicecrack face_with_tears_of_joy
0,"fire state matter , , state ?"
1,one keep get recommend reason final click ?
1,great topic ! rememb learn long ago school rust realli slow-burn fire .
1,forget one greatest thing : flame shadow ! n't knew ? well new info !
1,n't fire type ga ?
1,"channel tri make peopl smart smart enough understand loud background music purpos annoy audienc . feel content would interest , start good could finish annoy music , quit mark ."
1,second marshmallow carbon
1,make want light candl
1,wlse get recommend whole year ?
0,simpl . fire fire
2,wow . thank . alway wonder caveman .
1,"bavo ! dr joe know break physic chemistri fire work , . move mr wizard scienc show , dr joe taken best !"
1,"'ve come long way , 're still monkey men bewitch flame allur ."
1,"relight candl , evapor wax light , soot ?"
1,"fire ? babi n't burn , n't burn ,"
1,. million peopl ’ know fire .
1,* didnt know fire actual exist omg thank dude flushed_faceeyesloudly_crying_fac *
1,sun look yellow us ? thinking_facethinking_facethinking_facethinking_facethinking_facethinking_faceunicorn
1,"make video alopecia areata , 's `` diseas '' could say 've sinc would like peopl learn , ( long stori short , 's auto-immun diseas white blood cell attack hair follicl basic make lose hair , 've complet bald sinc )"
1,sh * ! ? ! ? ! ? holi jeeper doodl cowaliahah madman whole damn time ? ! ? ! ? ! ?
1,"titl remind fire safeti psa red versu blue rooster teeth `` mayb ask : fire ? 're ask question , 's 're idiot . may also ask question like : sky ? : eat food ? even cavemen knew fire , dumbass . ''"
1,fire gameplay : haha burn stuff cook food fire lore :
1,id love go camp guy omlllll
1,fire discov year ago ? dang
2,'s ok ok smiling_face_with_smiling_ey
1,`` babi n't hurt ''
0,invent flame heat ! ! ! fire
1,algorithm extrem kind video reason .
1,thought gon na start cook heroin .
1,"watch fire burn , hypnot , rather mesmer entertain see reaction undul danc color light chemic exchang complex involv come togeth ’ rather spectacular"
2,love video ! thank lesson .
1,thisss izzz like liter ive look foar . thizz izzz answern ! ! ! im save younger millenium
1,mom ... nice amd friendli person
0,explain fire
0,"'ye , fire rise '"
0,fire ouchi
1,video alon must watch youtub video ever ! ! ! ! !
1,u vind comment ur legend
1,`` fire rapid oxid combust materi accompani evolut heat light . '' volunt fire fighter essenti fire fight cours . beaming_face_with_smiling_ey
2,fire xd * su ''
1,"titl : exist : well , cours know 's"
1,next question . call fire ? name ? he/sh think time he/sh name fire ? tell him/her he/sh could use word fire fot name ? him/her thinking_fac
2,love youtub school
1,video : fire ? kk peopl : eyesey
1,ok alreadi saw pl get recomend
1,fire mix neutron fli fast speed fire hot like mom
0,fire firefirefir
2,thank
2,damn love video !
1,gfgufyiufrtyewoman_studentman_stud
1,`` fire ? '' peopl : `` interest ''
1,man 's gon na start fire lol even tho know 's dope lol
0,read titl : brain : * fire ? babi ’ hurt ’ hurt *
1,flame pipe
1,thought go talk mix tape ....
0,damn hot topic
2,! !
0,fire fire fire tk -- radioact --
1,fact recommend year never watch anyth intelectu youtub algorithm interest
1,"may ask , “ fire ? ” ’ ask , ’ ’ idiot . probabl also ask thing like “ sky ? ” “ eat food ? ” even cavemen knew fire , dumb @ $ $ start get mad , ’ refer . http : //youtu.be/nnqfskpnw"
1,`` stay curiou '' knowledg power
1,alchemist peopl : exploding_headexploding_headexploding_headexploding_headexploding_head
1,next video…what water ?
1,jessica alba heart_on_fireheart_on_firefirefirefire_extinguisherfire_extinguish
0,fire hot orangutan
1,someth touch get burnt
1,realli couldnt make reali fire ? cgi ? realli ?
0,fire ?
0,wow ! somehow manag make fire bore !
1,th grade idea talk : ummm ... * smart ? *
1,miss world life year ago ...
0,cgi fire begin pretti bad . lol
0,fire hot thingi
1,"blue part flame dim despit hottest ? likewis , flame natur propan ga dim ? throw small amount debri , outshin rest hot flame ?"
1,anyth meek mill relat fire .
1,need start show colleg univers sinc mani peopl n't pay attent middl school high school
1,co carbon molecou go inti atmospher destroy molecul left caus earth temp increas
1,use microscop fire understand
1,chemic reaction .
1,love alway seem answer question never realli thought ask . 's alway nice learn . thank video .
2,help omg thank bro
1,"'re question . fire ? - energi creat heat . touch hurt fire touch cloth die circumst dont play fire . fire ? - phoenix . superhero idk . fire ? - cook food burn apart . dont use bad . fire ? - . . million year ago . yeah long time extrem suprr extra yeah . fire ? - use methan friction . flint steel special buy ga . fire ? - find somewher speacial hell . wan na see bad thing know what next . fire ? - red , yellow orang common . blue one see methan . green uncommon one cool . see pink , magenta violet ? 're rare cant commonli seen . last least white black , rare epic . mean rarer rare . probabl % ...... yeah see super extreamli rare make like doesnt exist ."
1,"hey kid , fire hot air ."
2,one word : god
1,`` babi n't burn *
2,fire : best bless human fire
1,? thinking_fac
1,understand fire . understand burn . need know .
1,still ’ understand anyth said ’ aight nerd_fac
0,"fire fire , goodby"
1,"ff 've tri find someon explain `` fire '' long . final , real explan"
1,dad : fire plasma also dad : liquid blood plasma : ... fire liquid ? ? ? fire ?
0,fire backhand_index_pointing_down firebackhand_index_pointing_down
1,"`` hey spongebob , fire ? '' `` ye patrick , is- patrick ! ! ! ''"
1,intro revolut ?
1,use spoon flame .... pretti trigger-ish
1,babi n't burn ...
1,"ask question ( fire ) colleg , friend laugh even teacher , thought stupid question until find video"
1,"short answer , ’ joe mama"
1,'s hot
0,molest near flame . smiling_face_with_tear
1,watch imma say low energi plasma sinc free electron make good conductor
1,fire aliv long human !
0,ye ye fire
2,wow coolface_screaming_in_fear
1,mind . blown .
